,mp_name,p_name
138106,Mirex,
138107,PCBs (as Arochlor 1254) Total,
138108,p-p'-DDD,
138109,p-p'-DDE,
138110,p-p'-DDT,
138111,alpha-BHC,
138112,alpha-Chlordane,
138113,Dieldrin,
138114,gamma-Chlordane,
138115,gamma-HCH (Lindane),
138116,Heptachlor epoxide,
138117,Hexachlorobenzene (HCB),
138118,Mirex,
138119,PCBs (as Arochlor 1254) Total,
138120,p-p'-DDD,
138121,p-p'-DDE,
138122,p-p'-DDT,
138123,alpha-BHC,
138124,alpha-Chlordane,
138125,Dieldrin,
138126,gamma-Chlordane,
138127,gamma-HCH (Lindane),
138128,Heptachlor epoxide,
138129,Hexachlorobenzene (HCB),
138130,Mirex,
138131,PCBs (as Arochlor 1254) Total,
138132,p-p'-DDD,
138133,p-p'-DDE,
138134,p-p'-DDT,
138135,alpha-BHC,
138136,alpha-Chlordane,
138137,Dieldrin,
138138,gamma-Chlordane,
138139,gamma-HCH (Lindane),
138140,Heptachlor epoxide,
138141,Hexachlorobenzene (HCB),
138142,Mirex,
138143,PCBs (as Arochlor 1254) Total,
138144,p-p'-DDD,
138145,p-p'-DDE,
138146,p-p'-DDT,
138147,alpha-BHC,
138148,alpha-Chlordane,
138149,Dieldrin,
138150,gamma-Chlordane,
138151,gamma-HCH (Lindane),
138152,Heptachlor epoxide,
138153,Hexachlorobenzene (HCB),
138154,Mirex,
138155,PCBs (as Arochlor 1254) Total,
138156,p-p'-DDD,
138157,p-p'-DDE,
138158,p-p'-DDT,
138159,alpha-BHC,
138160,alpha-Chlordane,
138161,Dieldrin,
138162,gamma-Chlordane,
138163,gamma-HCH (Lindane),
138164,Heptachlor epoxide,
138165,Hexachlorobenzene (HCB),
138166,Mirex,
138167,PCBs (as Arochlor 1254) Total,
138168,p-p'-DDD,
138169,p-p'-DDE,
138170,p-p'-DDT,
138171,alpha-BHC,
138172,alpha-Chlordane,
138173,Dieldrin,
138174,gamma-Chlordane,
138175,gamma-HCH (Lindane),
138176,Heptachlor epoxide,
138177,Hexachlorobenzene (HCB),
138178,Mirex,
138179,PCBs (as Arochlor 1254) Total,
138180,p-p'-DDD,
138181,p-p'-DDE,
138182,p-p'-DDT,
138183,alpha-BHC,
138184,alpha-Chlordane,
138185,Dieldrin,
138186,gamma-Chlordane,
138187,gamma-HCH (Lindane),
138188,Heptachlor epoxide,
138189,Hexachlorobenzene (HCB),
138190,Mirex,
138191,PCBs (as Arochlor 1254) Total,
138192,p-p'-DDD,
138193,p-p'-DDE,
138194,p-p'-DDT,
138195,alpha-BHC,
138196,alpha-Chlordane,
138197,Dieldrin,
138198,gamma-Chlordane,
138199,gamma-HCH (Lindane),
138200,Heptachlor epoxide,
138201,Hexachlorobenzene (HCB),
138202,Mirex,
138203,PCBs (as Arochlor 1254) Total,
138204,p-p'-DDD,
138205,p-p'-DDE,
138206,p-p'-DDT,
138207,alpha-BHC,
138208,alpha-Chlordane,
138209,Dieldrin,
138210,gamma-Chlordane,
138211,gamma-HCH (Lindane),
138212,Heptachlor epoxide,
138213,Hexachlorobenzene (HCB),
138214,Mirex,
138215,PCBs (as Arochlor 1254) Total,
138216,p-p'-DDD,
138217,p-p'-DDE,
138218,p-p'-DDT,
138219,alpha-BHC,
138220,alpha-Chlordane,
138221,Dieldrin,
138222,gamma-Chlordane,
138223,gamma-HCH (Lindane),
138224,Heptachlor epoxide,
138225,Hexachlorobenzene (HCB),
138226,Mirex,
138227,PCBs (as Arochlor 1254) Total,
138228,p-p'-DDD,
138229,p-p'-DDE,
138230,p-p'-DDT,
138231,alpha-BHC,
138232,alpha-Chlordane,
138233,Dieldrin,
138234,gamma-Chlordane,
138235,gamma-HCH (Lindane),
138236,Heptachlor epoxide,
138237,Hexachlorobenzene (HCB),
138238,Mirex,
138239,PCBs (as Arochlor 1254) Total,
138240,p-p'-DDD,
138241,p-p'-DDE,
138242,p-p'-DDT,
138243,alpha-BHC,
138244,alpha-Chlordane,
138245,Dieldrin,
138246,gamma-Chlordane,
138247,gamma-HCH (Lindane),
138248,Heptachlor epoxide,
138249,Hexachlorobenzene (HCB),
138250,Mirex,
138251,PCBs (as Arochlor 1254) Total,
138252,p-p'-DDD,
138253,p-p'-DDE,
138254,p-p'-DDT,
138255,alpha-BHC,
138256,alpha-Chlordane,
138257,Dieldrin,
138258,gamma-Chlordane,
138259,gamma-HCH (Lindane),
138260,Heptachlor epoxide,
138261,Hexachlorobenzene (HCB),
138262,Mirex,
138263,PCBs (as Arochlor 1254) Total,
138264,p-p'-DDD,
138265,p-p'-DDE,
138266,p-p'-DDT,
138267,alpha-BHC,
138268,alpha-Chlordane,
138269,Dieldrin,
138270,gamma-Chlordane,
138271,gamma-HCH (Lindane),
138272,Heptachlor epoxide,
138273,Hexachlorobenzene (HCB),
138274,Mirex,
138275,PCBs (as Arochlor 1254) Total,
138276,p-p'-DDD,
138277,p-p'-DDE,
138278,p-p'-DDT,
138279,alpha-BHC,
138280,alpha-Chlordane,
138281,Dieldrin,
138282,gamma-Chlordane,
138283,gamma-HCH (Lindane),
138284,Heptachlor epoxide,
138285,Hexachlorobenzene (HCB),
138286,Mirex,
138287,PCBs (as Arochlor 1254) Total,
138288,p-p'-DDD,
138289,p-p'-DDE,
138290,p-p'-DDT,
138291,alpha-BHC,
138292,alpha-Chlordane,
138293,Dieldrin,
138294,gamma-Chlordane,
138295,gamma-HCH (Lindane),
138296,Heptachlor epoxide,
138297,Hexachlorobenzene (HCB),
138298,Mirex,
138299,PCBs (as Arochlor 1254) Total,
138300,p-p'-DDD,
138301,p-p'-DDE,
138302,p-p'-DDT,
138303,alpha-BHC,
138304,alpha-Chlordane,
138305,Dieldrin,
138306,gamma-Chlordane,
138307,gamma-HCH (Lindane),
138308,Heptachlor epoxide,
138309,Hexachlorobenzene (HCB),
138310,Mirex,
138311,PCBs (as Arochlor 1254) Total,
138312,p-p'-DDD,
138313,p-p'-DDE,
138314,p-p'-DDT,
138315,alpha-BHC,
138316,alpha-Chlordane,
138317,Dieldrin,
138318,gamma-Chlordane,
138319,gamma-HCH (Lindane),
138320,Heptachlor epoxide,
138321,Hexachlorobenzene (HCB),
138322,Mirex,
138323,PCBs (as Arochlor 1254) Total,
138324,p-p'-DDD,
138325,p-p'-DDE,
138326,p-p'-DDT,
138327,alpha-BHC,
138328,alpha-Chlordane,
138329,Dieldrin,
138330,gamma-Chlordane,
138331,gamma-HCH (Lindane),
138332,Heptachlor epoxide,
138333,Hexachlorobenzene (HCB),
138334,Mirex,
138335,PCBs (as Arochlor 1254) Total,
138336,p-p'-DDD,
138337,p-p'-DDE,
138338,p-p'-DDT,
138339,alpha-BHC,
138340,alpha-Chlordane,
138341,Dieldrin,
138342,gamma-Chlordane,
138343,gamma-HCH (Lindane),
138344,Heptachlor epoxide,
138345,Hexachlorobenzene (HCB),
138346,Mirex,
138347,PCBs (as Arochlor 1254) Total,
138348,p-p'-DDD,
138349,p-p'-DDE,
138350,p-p'-DDT,
138351,alpha-BHC,
138352,alpha-Chlordane,
138353,Dieldrin,
138354,gamma-Chlordane,
138355,gamma-HCH (Lindane),
138356,Heptachlor epoxide,
138357,Hexachlorobenzene (HCB),
138358,Mirex,
138359,PCBs (as Arochlor 1254) Total,
138360,p-p'-DDD,
138361,p-p'-DDE,
138362,p-p'-DDT,
138363,alpha-BHC,
138364,alpha-Chlordane,
138365,Dieldrin,
138366,gamma-Chlordane,
138367,gamma-HCH (Lindane),
138368,Heptachlor epoxide,
138369,Hexachlorobenzene (HCB),
138370,Mirex,
138371,PCBs (as Arochlor 1254) Total,
138372,p-p'-DDD,
138373,p-p'-DDE,
138374,p-p'-DDT,
138375,alpha-BHC,
138376,alpha-Chlordane,
138377,Dieldrin,
138378,gamma-Chlordane,
138379,gamma-HCH (Lindane),
138380,Heptachlor epoxide,
138381,Hexachlorobenzene (HCB),
138382,Mirex,
138383,PCBs (as Arochlor 1254) Total,
138384,p-p'-DDD,
138385,p-p'-DDE,
138386,p-p'-DDT,
138387,alpha-BHC,
138388,alpha-Chlordane,
138389,Dieldrin,
138390,gamma-Chlordane,
138391,gamma-HCH (Lindane),
138392,Heptachlor epoxide,
138393,Hexachlorobenzene (HCB),
138394,Mirex,
138395,PCBs (as Arochlor 1254) Total,
138396,p-p'-DDD,
138397,p-p'-DDE,
138398,p-p'-DDT,
138399,alpha-BHC,
138400,alpha-Chlordane,
138401,Dieldrin,
138402,gamma-Chlordane,
138403,gamma-HCH (Lindane),
138404,Heptachlor epoxide,
138405,Hexachlorobenzene (HCB),
138406,Mirex,
138407,PCBs (as Arochlor 1254) Total,
138408,p-p'-DDD,
138409,p-p'-DDE,
138410,p-p'-DDT,
138411,alpha-BHC,
138412,alpha-Chlordane,
138413,Dieldrin,
138414,gamma-Chlordane,
138415,gamma-HCH (Lindane),
138416,Heptachlor epoxide,
138417,Hexachlorobenzene (HCB),
138418,Mirex,
138419,PCBs (as Arochlor 1254) Total,
138420,p-p'-DDD,
138421,p-p'-DDE,
138422,p-p'-DDT,
138423,alpha-BHC,
138424,alpha-Chlordane,
138425,Dieldrin,
138426,gamma-Chlordane,
138427,gamma-HCH (Lindane),
138428,Heptachlor epoxide,
138429,Hexachlorobenzene (HCB),
138430,Mirex,
138431,PCBs (as Arochlor 1254) Total,
138432,p-p'-DDD,
138433,p-p'-DDE,
138434,p-p'-DDT,
138435,alpha-BHC,
138436,alpha-Chlordane,
138437,Dieldrin,
138438,gamma-Chlordane,
138439,gamma-HCH (Lindane),
138440,Heptachlor epoxide,
138441,Hexachlorobenzene (HCB),
138442,Mirex,
138443,PCBs (as Arochlor 1254) Total,
138444,p-p'-DDD,
138445,p-p'-DDE,
138446,p-p'-DDT,
138447,alpha-BHC,
138448,alpha-Chlordane,
138449,Dieldrin,
138450,gamma-Chlordane,
138451,gamma-HCH (Lindane),
138452,Heptachlor epoxide,
138453,Hexachlorobenzene (HCB),
138454,Mirex,
138455,PCBs (as Arochlor 1254) Total,
138456,p-p'-DDD,
138457,p-p'-DDE,
138458,p-p'-DDT,
138459,alpha-BHC,
138460,alpha-Chlordane,
138461,Dieldrin,
138462,gamma-Chlordane,
138463,gamma-HCH (Lindane),
138464,Heptachlor epoxide,
138465,Hexachlorobenzene (HCB),
138466,Mirex,
138467,PCBs (as Arochlor 1254) Total,
138468,p-p'-DDD,
138469,p-p'-DDE,
138470,p-p'-DDT,
138471,alpha-BHC,
138472,alpha-Chlordane,
138473,Dieldrin,
138474,gamma-Chlordane,
138475,gamma-HCH (Lindane),
138476,Heptachlor epoxide,
138477,Hexachlorobenzene (HCB),
138478,Mirex,
138479,PCBs (as Arochlor 1254) Total,
138480,p-p'-DDD,
138481,p-p'-DDE,
138482,p-p'-DDT,
138483,alpha-BHC,
138484,alpha-Chlordane,
138485,Dieldrin,
138486,gamma-Chlordane,
138487,gamma-HCH (Lindane),
138488,Heptachlor epoxide,
138489,Hexachlorobenzene (HCB),
138490,Mirex,
138491,PCBs (as Arochlor 1254) Total,
138492,p-p'-DDD,
138493,p-p'-DDE,
138494,p-p'-DDT,
138495,alpha-BHC,
138496,alpha-Chlordane,
138497,Dieldrin,
138498,gamma-Chlordane,
138499,gamma-HCH (Lindane),
138500,Heptachlor epoxide,
138501,Hexachlorobenzene (HCB),
138502,Mirex,
138503,PCBs (as Arochlor 1254) Total,
138504,p-p'-DDD,
138505,p-p'-DDE,
138506,p-p'-DDT,
138507,alpha-BHC,
138508,alpha-Chlordane,
138509,Dieldrin,
138510,gamma-Chlordane,
138511,gamma-HCH (Lindane),
138512,Heptachlor epoxide,
138513,Hexachlorobenzene (HCB),
138514,Mirex,
138515,PCBs (as Arochlor 1254) Total,
138516,p-p'-DDD,
138517,p-p'-DDE,
138518,p-p'-DDT,
138519,alpha-BHC,
138520,alpha-Chlordane,
138521,Dieldrin,
138522,gamma-Chlordane,
138523,gamma-HCH (Lindane),
138524,Heptachlor epoxide,
138525,Hexachlorobenzene (HCB),
138526,Mirex,
138527,PCBs (as Arochlor 1254) Total,
138528,p-p'-DDD,
138529,p-p'-DDE,
138530,p-p'-DDT,
138531,alpha-BHC,
138532,alpha-Chlordane,
138533,Dieldrin,
138534,gamma-Chlordane,
138535,gamma-HCH (Lindane),
138536,Heptachlor epoxide,
138537,Hexachlorobenzene (HCB),
138538,Mirex,
138539,PCBs (as Arochlor 1254) Total,
138540,p-p'-DDD,
138541,p-p'-DDE,
138542,p-p'-DDT,
138543,alpha-BHC,
138544,alpha-Chlordane,
138545,Dieldrin,
138546,gamma-Chlordane,
138547,gamma-HCH (Lindane),
138548,Heptachlor epoxide,
138549,Hexachlorobenzene (HCB),
138550,Mirex,
138551,PCBs (as Arochlor 1254) Total,
138552,p-p'-DDD,
138553,p-p'-DDE,
138554,p-p'-DDT,
138555,alpha-BHC,
138556,alpha-Chlordane,
138557,Dieldrin,
138558,gamma-Chlordane,
138559,gamma-HCH (Lindane),
138560,Heptachlor epoxide,
138561,Hexachlorobenzene (HCB),
138562,Mirex,
138563,PCBs (as Arochlor 1254) Total,
138564,p-p'-DDD,
138565,p-p'-DDE,
138566,p-p'-DDT,
138567,alpha-BHC,
138568,alpha-Chlordane,
138569,Dieldrin,
138570,gamma-Chlordane,
138571,gamma-HCH (Lindane),
138572,Heptachlor epoxide,
138573,Hexachlorobenzene (HCB),
138574,Mirex,
138575,PCBs (as Arochlor 1254) Total,
138576,p-p'-DDD,
138577,p-p'-DDE,
138578,p-p'-DDT,
138579,alpha-BHC,
138580,alpha-Chlordane,
138581,Dieldrin,
138582,gamma-Chlordane,
138583,gamma-HCH (Lindane),
138584,Heptachlor epoxide,
138585,Hexachlorobenzene (HCB),
138586,Mirex,
138587,PCBs (as Arochlor 1254) Total,
138588,p-p'-DDD,
138589,p-p'-DDE,
138590,p-p'-DDT,
138591,alpha-BHC,
138592,alpha-Chlordane,
138593,Dieldrin,
138594,gamma-Chlordane,
138595,gamma-HCH (Lindane),
138596,Heptachlor epoxide,
138597,Hexachlorobenzene (HCB),
138598,Mirex,
138599,PCBs (as Arochlor 1254) Total,
138600,p-p'-DDD,
138601,p-p'-DDE,
138602,p-p'-DDT,
138603,alpha-BHC,
138604,alpha-Chlordane,
138605,Dieldrin,
138606,gamma-Chlordane,
138607,gamma-HCH (Lindane),
138608,Heptachlor epoxide,
138609,Hexachlorobenzene (HCB),
138610,Mirex,
138611,PCBs (as Arochlor 1254) Total,
138612,p-p'-DDD,
138613,p-p'-DDE,
138614,p-p'-DDT,
138615,alpha-BHC,
138616,alpha-Chlordane,
138617,Dieldrin,
138618,gamma-Chlordane,
138619,gamma-HCH (Lindane),
138620,Heptachlor epoxide,
138621,Hexachlorobenzene (HCB),
138622,Mirex,
138623,PCBs (as Arochlor 1254) Total,
138624,p-p'-DDD,
138625,p-p'-DDE,
138626,p-p'-DDT,
138627,alpha-BHC,
138628,alpha-Chlordane,
138629,Dieldrin,
138630,gamma-Chlordane,
138631,gamma-HCH (Lindane),
138632,Heptachlor epoxide,
138633,Hexachlorobenzene (HCB),
138634,Mirex,
138635,PCBs (as Arochlor 1254) Total,
138636,p-p'-DDD,
138637,p-p'-DDE,
138638,p-p'-DDT,
138639,alpha-BHC,
138640,alpha-Chlordane,
138641,Dieldrin,
138642,gamma-Chlordane,
138643,gamma-HCH (Lindane),
138644,Heptachlor epoxide,
138645,Hexachlorobenzene (HCB),
138646,Mirex,
138647,PCBs (as Arochlor 1254) Total,
138648,p-p'-DDD,
138649,p-p'-DDE,
138650,p-p'-DDT,
138651,alpha-BHC,
138652,alpha-Chlordane,
138653,Dieldrin,
138654,gamma-Chlordane,
138655,gamma-HCH (Lindane),
138656,Heptachlor epoxide,
138657,Hexachlorobenzene (HCB),
138658,Mirex,
138659,PCBs (as Arochlor 1254) Total,
138660,p-p'-DDD,
138661,p-p'-DDE,
138662,p-p'-DDT,
138663,alpha-BHC,
138664,alpha-Chlordane,
138665,Dieldrin,
138666,gamma-Chlordane,
138667,gamma-HCH (Lindane),
138668,Heptachlor epoxide,
138669,Hexachlorobenzene (HCB),
138670,Mirex,
138671,PCBs (as Arochlor 1254) Total,
138672,p-p'-DDD,
138673,p-p'-DDE,
138674,p-p'-DDT,
138675,alpha-BHC,
138676,alpha-Chlordane,
138677,Dieldrin,
138678,gamma-Chlordane,
138679,gamma-HCH (Lindane),
138680,Heptachlor epoxide,
138681,Hexachlorobenzene (HCB),
138682,Mirex,
138683,PCBs (as Arochlor 1254) Total,
138684,p-p'-DDD,
138685,p-p'-DDE,
138686,p-p'-DDT,
138687,alpha-BHC,
138688,alpha-Chlordane,
138689,Dieldrin,
138690,gamma-Chlordane,
138691,gamma-HCH (Lindane),
138692,Heptachlor epoxide,
138693,Hexachlorobenzene (HCB),
138694,Mirex,
138695,PCBs (as Arochlor 1254) Total,
138696,p-p'-DDD,
138697,p-p'-DDE,
138698,p-p'-DDT,
138699,alpha-BHC,
138700,alpha-Chlordane,
138701,Dieldrin,
138702,gamma-Chlordane,
138703,gamma-HCH (Lindane),
138704,Heptachlor epoxide,
138705,Hexachlorobenzene (HCB),
138706,Mirex,
138707,PCBs (as Arochlor 1254) Total,
138708,p-p'-DDD,
138709,p-p'-DDE,
138710,p-p'-DDT,
138711,alpha-BHC,
138712,alpha-Chlordane,
138713,Dieldrin,
138714,gamma-Chlordane,
138715,gamma-HCH (Lindane),
138716,Heptachlor epoxide,
138717,Hexachlorobenzene (HCB),
138718,Mirex,
138719,PCBs (as Arochlor 1254) Total,
138720,p-p'-DDD,
138721,p-p'-DDE,
138722,p-p'-DDT,
138723,alpha-BHC,
138724,alpha-Chlordane,
138725,Dieldrin,
138726,gamma-Chlordane,
138727,gamma-HCH (Lindane),
138728,Heptachlor epoxide,
138729,Hexachlorobenzene (HCB),
138730,Mirex,
138731,PCBs (as Arochlor 1254) Total,
138732,p-p'-DDD,
138733,p-p'-DDE,
138734,p-p'-DDT,
138735,alpha-BHC,
138736,alpha-Chlordane,
138737,Dieldrin,
138738,gamma-Chlordane,
138739,gamma-HCH (Lindane),
138740,Heptachlor epoxide,
138741,Hexachlorobenzene (HCB),
138742,Mirex,
138743,PCBs (as Arochlor 1254) Total,
138744,p-p'-DDD,
138745,p-p'-DDE,
138746,p-p'-DDT,
138747,alpha-BHC,
138748,alpha-Chlordane,
138749,Dieldrin,
138750,gamma-Chlordane,
138751,gamma-HCH (Lindane),
138752,Heptachlor epoxide,
138753,Hexachlorobenzene (HCB),
138754,Mirex,
138755,PCBs (as Arochlor 1254) Total,
138756,p-p'-DDD,
138757,p-p'-DDE,
138758,p-p'-DDT,
138759,alpha-BHC,
138760,alpha-Chlordane,
138761,Dieldrin,
138762,gamma-Chlordane,
138763,gamma-HCH (Lindane),
138764,Heptachlor epoxide,
138765,Hexachlorobenzene (HCB),
138766,Mirex,
138767,PCBs (as Arochlor 1254) Total,
138768,p-p'-DDD,
138769,p-p'-DDE,
138770,p-p'-DDT,
138771,alpha-BHC,
138772,alpha-Chlordane,
138773,Dieldrin,
138774,gamma-Chlordane,
138775,gamma-HCH (Lindane),
138776,Heptachlor epoxide,
138777,Hexachlorobenzene (HCB),
138778,Mirex,
138779,PCBs (as Arochlor 1254) Total,
138780,p-p'-DDD,
138781,p-p'-DDE,
138782,p-p'-DDT,
138783,alpha-BHC,
138784,alpha-Chlordane,
138785,Dieldrin,
138786,gamma-Chlordane,
138787,gamma-HCH (Lindane),
138788,Heptachlor epoxide,
138789,Hexachlorobenzene (HCB),
138790,Mirex,
138791,PCBs (as Arochlor 1254) Total,
138792,p-p'-DDD,
138793,p-p'-DDE,
138794,p-p'-DDT,
138795,alpha-BHC,
138796,alpha-Chlordane,
138797,Dieldrin,
138798,gamma-Chlordane,
138799,gamma-HCH (Lindane),
138800,Heptachlor epoxide,
138801,Hexachlorobenzene (HCB),
138802,Mirex,
138803,PCBs (as Arochlor 1254) Total,
138804,p-p'-DDD,
138805,p-p'-DDE,
138806,p-p'-DDT,
138807,alpha-BHC,
138808,alpha-Chlordane,
138809,Dieldrin,
138810,gamma-Chlordane,
138811,gamma-HCH (Lindane),
138812,Heptachlor epoxide,
138813,Hexachlorobenzene (HCB),
138814,Mirex,
138815,PCBs (as Arochlor 1254) Total,
138816,p-p'-DDD,
138817,p-p'-DDE,
138818,p-p'-DDT,
138819,alpha-BHC,
138820,alpha-Chlordane,
138821,Dieldrin,
138822,gamma-Chlordane,
138823,gamma-HCH (Lindane),
138824,Heptachlor epoxide,
138825,Hexachlorobenzene (HCB),
138826,Mirex,
138827,PCBs (as Arochlor 1254) Total,
138828,p-p'-DDD,
138829,p-p'-DDE,
138830,p-p'-DDT,
138831,alpha-BHC,
138832,alpha-Chlordane,
138833,Dieldrin,
138834,gamma-Chlordane,
138835,gamma-HCH (Lindane),
138836,Heptachlor epoxide,
138837,Hexachlorobenzene (HCB),
138838,Mirex,
138839,PCBs (as Arochlor 1254) Total,
138840,p-p'-DDD,
138841,p-p'-DDE,
138842,p-p'-DDT,
138843,alpha-BHC,
138844,alpha-Chlordane,
138845,Dieldrin,
138846,gamma-Chlordane,
138847,gamma-HCH (Lindane),
138848,Heptachlor epoxide,
138849,Hexachlorobenzene (HCB),
138850,Mirex,
138851,PCBs (as Arochlor 1254) Total,
138852,p-p'-DDD,
138853,p-p'-DDE,
138854,p-p'-DDT,
138855,alpha-BHC,
138856,alpha-Chlordane,
138857,Dieldrin,
138858,gamma-Chlordane,
138859,gamma-HCH (Lindane),
138860,Heptachlor epoxide,
138861,Hexachlorobenzene (HCB),
138862,Mirex,
138863,PCBs (as Arochlor 1254) Total,
138864,p-p'-DDD,
138865,p-p'-DDE,
138866,p-p'-DDT,
138867,alpha-BHC,
138868,alpha-Chlordane,
138869,Dieldrin,
138870,gamma-Chlordane,
138871,gamma-HCH (Lindane),
138872,Heptachlor epoxide,
138873,Hexachlorobenzene (HCB),
138874,Mirex,
138875,PCBs (as Arochlor 1254) Total,
138876,p-p'-DDD,
138877,p-p'-DDE,
138878,p-p'-DDT,
138879,alpha-BHC,
138880,alpha-Chlordane,
138881,Dieldrin,
138882,gamma-Chlordane,
138883,gamma-HCH (Lindane),
138884,Heptachlor epoxide,
138885,Hexachlorobenzene (HCB),
138886,Mirex,
138887,PCBs (as Arochlor 1254) Total,
138888,p-p'-DDD,
138889,p-p'-DDE,
138890,p-p'-DDT,
138891,alpha-BHC,
138892,alpha-Chlordane,
138893,Dieldrin,
138894,gamma-Chlordane,
138895,gamma-HCH (Lindane),
138896,Heptachlor epoxide,
138897,Hexachlorobenzene (HCB),
138898,Mirex,
138899,PCBs (as Arochlor 1254) Total,
138900,p-p'-DDD,
138901,p-p'-DDE,
138902,p-p'-DDT,
138903,alpha-BHC,
138904,alpha-Chlordane,
138905,Dieldrin,
138906,gamma-Chlordane,
138907,gamma-HCH (Lindane),
138908,Heptachlor epoxide,
138909,Hexachlorobenzene (HCB),
138910,Mirex,
138911,PCBs (as Arochlor 1254) Total,
138912,p-p'-DDD,
138913,p-p'-DDE,
138914,p-p'-DDT,
138915,alpha-BHC,
138916,alpha-Chlordane,
138917,Dieldrin,
138918,gamma-Chlordane,
138919,gamma-HCH (Lindane),
138920,Heptachlor epoxide,
138921,Hexachlorobenzene (HCB),
138922,Mirex,
138923,PCBs (as Arochlor 1254) Total,
138924,p-p'-DDD,
138925,p-p'-DDE,
138926,p-p'-DDT,
138927,alpha-BHC,
138928,alpha-Chlordane,
138929,Dieldrin,
138930,gamma-Chlordane,
138931,gamma-HCH (Lindane),
138932,Heptachlor epoxide,
138933,Hexachlorobenzene (HCB),
138934,Mirex,
138935,PCBs (as Arochlor 1254) Total,
138936,p-p'-DDD,
138937,p-p'-DDE,
138938,p-p'-DDT,
138939,alpha-BHC,
138940,alpha-Chlordane,
138941,Dieldrin,
138942,gamma-Chlordane,
138943,gamma-HCH (Lindane),
138944,Heptachlor epoxide,
138945,Hexachlorobenzene (HCB),
138946,Mirex,
138947,PCBs (as Arochlor 1254) Total,
138948,p-p'-DDD,
138949,p-p'-DDE,
138950,p-p'-DDT,
138951,alpha-BHC,
138952,alpha-Chlordane,
138953,Dieldrin,
138954,gamma-Chlordane,
138955,gamma-HCH (Lindane),
138956,Heptachlor epoxide,
138957,Hexachlorobenzene (HCB),
138958,Mirex,
138959,PCBs (as Arochlor 1254) Total,
138960,p-p'-DDD,
138961,p-p'-DDE,
138962,p-p'-DDT,
138963,alpha-BHC,
138964,alpha-Chlordane,
138965,Dieldrin,
138966,gamma-Chlordane,
138967,gamma-HCH (Lindane),
138968,Heptachlor epoxide,
138969,Hexachlorobenzene (HCB),
138970,Mirex,
138971,PCBs (as Arochlor 1254) Total,
138972,p-p'-DDD,
138973,p-p'-DDE,
138974,p-p'-DDT,
138975,alpha-BHC,
138976,alpha-Chlordane,
138977,Dieldrin,
138978,gamma-Chlordane,
138979,gamma-HCH (Lindane),
138980,Heptachlor epoxide,
138981,Hexachlorobenzene (HCB),
138982,Mirex,
138983,PCBs (as Arochlor 1254) Total,
138984,p-p'-DDD,
138985,p-p'-DDE,
138986,p-p'-DDT,
138987,alpha-BHC,
138988,alpha-Chlordane,
138989,Dieldrin,
138990,gamma-Chlordane,
138991,gamma-HCH (Lindane),
138992,Heptachlor epoxide,
138993,Hexachlorobenzene (HCB),
138994,Mirex,
138995,PCBs (as Arochlor 1254) Total,
138996,p-p'-DDD,
138997,p-p'-DDE,
138998,p-p'-DDT,
138999,alpha-BHC,
139000,alpha-Chlordane,
139001,Dieldrin,
139002,gamma-Chlordane,
139003,gamma-HCH (Lindane),
139004,Heptachlor epoxide,
139005,Hexachlorobenzene (HCB),
139006,Mirex,
139007,PCBs (as Arochlor 1254) Total,
139008,p-p'-DDD,
139009,p-p'-DDE,
139010,p-p'-DDT,
139011,alpha-BHC,
139012,alpha-Chlordane,
139013,Dieldrin,
139014,gamma-Chlordane,
139015,gamma-HCH (Lindane),
139016,Heptachlor epoxide,
139017,Hexachlorobenzene (HCB),
139018,Mirex,
139019,PCBs (as Arochlor 1254) Total,
139020,p-p'-DDD,
139021,p-p'-DDE,
139022,p-p'-DDT,
139023,alpha-BHC,
139024,alpha-Chlordane,
139025,Dieldrin,
139026,gamma-Chlordane,
139027,gamma-HCH (Lindane),
139028,Heptachlor epoxide,
139029,Hexachlorobenzene (HCB),
139030,Mirex,
139031,PCBs (as Arochlor 1254) Total,
139032,p-p'-DDD,
139033,p-p'-DDE,
139034,p-p'-DDT,
139035,alpha-BHC,
139036,alpha-Chlordane,
139037,Dieldrin,
139038,gamma-Chlordane,
139039,gamma-HCH (Lindane),
139040,Heptachlor epoxide,
139041,Hexachlorobenzene (HCB),
139042,Mirex,
139043,PCBs (as Arochlor 1254) Total,
139044,p-p'-DDD,
139045,p-p'-DDE,
139046,p-p'-DDT,
139047,alpha-BHC,
139048,alpha-Chlordane,
139049,Dieldrin,
139050,gamma-Chlordane,
139051,gamma-HCH (Lindane),
139052,Heptachlor epoxide,
139053,Hexachlorobenzene (HCB),
139054,Mirex,
139055,PCBs (as Arochlor 1254) Total,
139056,p-p'-DDD,
139057,p-p'-DDE,
139058,p-p'-DDT,
139059,alpha-BHC,
139060,alpha-Chlordane,
139061,Dieldrin,
139062,gamma-Chlordane,
139063,gamma-HCH (Lindane),
139064,Heptachlor epoxide,
139065,Hexachlorobenzene (HCB),
139066,Mirex,
139067,PCBs (as Arochlor 1254) Total,
139068,p-p'-DDD,
139069,p-p'-DDE,
139070,p-p'-DDT,
139071,alpha-BHC,
139072,alpha-Chlordane,
139073,Dieldrin,
139074,gamma-Chlordane,
139075,gamma-HCH (Lindane),
139076,Heptachlor epoxide,
139077,Hexachlorobenzene (HCB),
139078,Mirex,
139079,PCBs (as Arochlor 1254) Total,
139080,p-p'-DDD,
139081,p-p'-DDE,
