CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
58758,Lake Trout,Salvelinus,namaycush,40.5,607,M,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_MCCP,1.72246,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58758,Lake Trout,Salvelinus,namaycush,40.5,607,M,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_SCCP,1.3948,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58759,Lake Trout,Salvelinus,namaycush,55,1649,F,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_MCCP,3.47815,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58759,Lake Trout,Salvelinus,namaycush,55,1649,F,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_SCCP,8.08258,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58760,Lake Trout,Salvelinus,namaycush,40.4,582,IMM,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_MCCP,0.99307,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58760,Lake Trout,Salvelinus,namaycush,40.4,582,IMM,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_SCCP,1.27098,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58761,Lake Trout,Salvelinus,namaycush,27,164,IMM,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_MCCP,1.11408,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58761,Lake Trout,Salvelinus,namaycush,27,164,IMM,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_SCCP,1.27546,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58762,Lake Trout,Salvelinus,namaycush,43,670,F,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_MCCP,1.74973,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58762,Lake Trout,Salvelinus,namaycush,43,670,F,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_SCCP,6.43283,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58763,Lake Trout,Salvelinus,namaycush,33,317,IMM,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_MCCP,1.90831,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58763,Lake Trout,Salvelinus,namaycush,33,317,IMM,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_SCCP,2.29375,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58764,Lake Trout,Salvelinus,namaycush,63,2272,M,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_MCCP,2.72809,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58764,Lake Trout,Salvelinus,namaycush,63,2272,M,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_SCCP,4.20971,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58765,Lake Trout,Salvelinus,namaycush,34.5,401,IMM,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_MCCP,1.60602,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58765,Lake Trout,Salvelinus,namaycush,34.5,401,IMM,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_SCCP,1.07916,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58766,Lake Trout,Salvelinus,namaycush,44,945,M,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_MCCP,1.18424,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58766,Lake Trout,Salvelinus,namaycush,44,945,M,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_SCCP,1.15882,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58767,Lake Trout,Salvelinus,namaycush,49.5,1140,IMM,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_MCCP,2.14711,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58767,Lake Trout,Salvelinus,namaycush,49.5,1140,IMM,,1,2011-09-15,2011,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,Total_SCCP,1.56466,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58839,Lake Trout,Salvelinus,namaycush,64,2958.1,M,ADS,1,2012-05-22,2012,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",102,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
58839,Lake Trout,Salvelinus,namaycush,64,2958.1,M,ADS,1,2012-05-22,2012,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
58842,Lake Trout,Salvelinus,namaycush,77,3679.7,M,ADS,1,2012-05-22,2012,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",97.9,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
58842,Lake Trout,Salvelinus,namaycush,77,3679.7,M,ADS,1,2012-05-22,2012,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
58843,Lake Trout,Salvelinus,namaycush,72.5,3459.9,F,ADS,1,2012-05-22,2012,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",76.4,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
58843,Lake Trout,Salvelinus,namaycush,72.5,3459.9,F,ADS,1,2012-05-22,2012,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
58853,Lake Trout,Salvelinus,namaycush,52.5,1372,F,ADS,1,2012-05-22,2012,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",96.5,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
58853,Lake Trout,Salvelinus,namaycush,52.5,1372,F,ADS,1,2012-05-22,2012,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
58856,Lake Trout,Salvelinus,namaycush,71.7,4932.3,F,ADS,1,2012-05-22,2012,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",87.7,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
