CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
60802,Brook Trout,Salvelinus,fontinalis,27,153.3,M,IMM,1,2013-09-30,2013,Kejimkujik Lake,Kejimkujik Lake Basin,44.40583,-65.22583,NS,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",112,,1,2018-09-12,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60802,Brook Trout,Salvelinus,fontinalis,27,153.3,M,IMM,1,2013-09-30,2013,Kejimkujik Lake,Kejimkujik Lake Basin,44.40583,-65.22583,NS,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5,BDL,1,2018-09-12,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60803,Brook Trout,Salvelinus,fontinalis,24.5,130.8,F,N/A,2,2013-09-30,2013,Kejimkujik Lake,Kejimkujik Lake Basin,44.40583,-65.22583,NS,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",92.4,,1,2018-09-12,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60803,Brook Trout,Salvelinus,fontinalis,24.5,130.8,F,N/A,2,2013-09-30,2013,Kejimkujik Lake,Kejimkujik Lake Basin,44.40583,-65.22583,NS,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5,BDL,1,2018-09-12,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60804,Brook Trout,Salvelinus,fontinalis,21.8,90.1,N/A,N/A,3,2013-09-30,2013,Kejimkujik Lake,Kejimkujik Lake Basin,44.40583,-65.22583,NS,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",109,,1,2018-09-12,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60804,Brook Trout,Salvelinus,fontinalis,21.8,90.1,N/A,N/A,3,2013-09-30,2013,Kejimkujik Lake,Kejimkujik Lake Basin,44.40583,-65.22583,NS,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5,BDL,1,2018-09-12,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60805,Brook Trout,Salvelinus,fontinalis,17,54.3,N/A,N/A,3,2013-09-30,2013,Kejimkujik Lake,Kejimkujik Lake Basin,44.40583,-65.22583,NS,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",98.5,,1,2018-09-12,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60805,Brook Trout,Salvelinus,fontinalis,17,54.3,N/A,N/A,3,2013-09-30,2013,Kejimkujik Lake,Kejimkujik Lake Basin,44.40583,-65.22583,NS,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",17.5,,1,2018-09-12,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
2319,Lake Trout,Salvelinus,namaycush,56.2,2150,M,ADS,1,1979-07-25,1979,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,262.94961,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
2323,Lake Trout,Salvelinus,namaycush,58.8,1983,F,ADS,1,1979-07-25,1979,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,37.716,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
2482,Lake Trout,Salvelinus,namaycush,55.5,2602,F,ADS,1,1979-08-01,1979,Lake Ontario,Eastern Basin L Ontario,43.83333333,-76.83333333,ON,WHA,Sum_SCCP,41.6697,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
2497,Lake Trout,Salvelinus,namaycush,63.2,2836,F,ADS,1,1979-08-01,1979,Lake Ontario,Eastern Basin L Ontario,43.83333333,-76.83333333,ON,WHA,Sum_SCCP,79.71821,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
4996,Lake Trout,Salvelinus,namaycush,56,2158.4,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,63.57794,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
4997,Lake Trout,Salvelinus,namaycush,56.5,1853,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,157.46604,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
5011,Lake Trout,Salvelinus,namaycush,57.5,2157.8,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,59.15955,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
5012,Lake Trout,Salvelinus,namaycush,65,2171.9,M,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,62.95276,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
5013,Lake Trout,Salvelinus,namaycush,59,2058.4,F,ADS,1,1983-07-12,1983,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,114.25111,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
8609,Lake Trout,Salvelinus,namaycush,57.5,2294.8,F,ADS,1,1988-08-31,1988,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,63.93173,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
8629,Lake Trout,Salvelinus,namaycush,58.5,2015.9,M,ADS,1,1988-09-01,1988,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,32.92636,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
8635,Lake Trout,Salvelinus,namaycush,56,2039,M,ADS,1,1988-09-01,1988,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,169.12277,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
8649,Lake Trout,Salvelinus,namaycush,58,2082.7,M,ADS,1,1988-08-31,1988,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,67.15028,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
8652,Lake Trout,Salvelinus,namaycush,59.5,2401.1,M,ADS,1,1988-08-31,1988,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,103.0269,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
12026,Lake Trout,Salvelinus,namaycush,59,2246,M,ADS,1,1993-07-08,1993,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,442.49965,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
12029,Lake Trout,Salvelinus,namaycush,58,2301,M,ADS,1,1993-07-08,1993,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,95.00732,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
12037,Lake Trout,Salvelinus,namaycush,59,2590,M,ADS,1,1993-07-08,1993,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,66.12889,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
12044,Lake Trout,Salvelinus,namaycush,58,2538,M,ADS,1,1993-07-08,1993,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,10.53532,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
12050,Lake Trout,Salvelinus,namaycush,67,3053,M,ADS,1,1993-07-08,1993,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,44.1,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
15593,Lake Trout,Salvelinus,namaycush,58,1919.4,M,ADS,1,1998-09-10,1998,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,21.94772,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
15594,Lake Trout,Salvelinus,namaycush,59,2040.7,M,ADS,1,1998-09-10,1998,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,38.65944,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
15607,Lake Trout,Salvelinus,namaycush,56,2139.3,M,ADS,1,1998-09-10,1998,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,106.65161,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
15626,Lake Trout,Salvelinus,namaycush,58,1813,M,ADS,1,1998-09-10,1998,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,22.23196,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
15627,Lake Trout,Salvelinus,namaycush,58,2058.2,M,ADS,1,1998-09-10,1998,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,758.21311,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
50422,Lake Trout,Salvelinus,namaycush,69.9,4697.4,F,ADS,1,2004-09-22,2004,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,16.18685,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
50434,Lake Trout,Salvelinus,namaycush,66.1,3463.9,M,ADS,1,2004-09-22,2004,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,12.10697,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
50435,Lake Trout,Salvelinus,namaycush,59.6,2701.1,M,ADS,1,2004-09-22,2004,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,26.27656,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
50436,Lake Trout,Salvelinus,namaycush,63.1,2793.3,M,ADS,1,2004-09-22,2004,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,8.55478,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
50437,Lake Trout,Salvelinus,namaycush,61,3254.4,F,ADS,1,2004-09-22,2004,Lake Ontario,Eastern Basin L Ontario,44.08333333,-76.66666667,ON,WHA,Sum_SCCP,23.52152,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Paraffins,NG/G,,,Freshwater Institute,
58036,Lake Trout,Salvelinus,namaycush,57,2357.7,F,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_MCCP,4.9564,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58036,Lake Trout,Salvelinus,namaycush,57,2357.7,F,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_SCCP,10.03894,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58037,Lake Trout,Salvelinus,namaycush,57.3,2046.6,F,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_MCCP,2.53353,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58037,Lake Trout,Salvelinus,namaycush,57.3,2046.6,F,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_SCCP,2.55468,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58038,Lake Trout,Salvelinus,namaycush,49.3,1298.4,F,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_MCCP,4.41141,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58038,Lake Trout,Salvelinus,namaycush,49.3,1298.4,F,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_SCCP,2.44364,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58039,Lake Trout,Salvelinus,namaycush,55.5,1589,F,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_MCCP,4.26797,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58039,Lake Trout,Salvelinus,namaycush,55.5,1589,F,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_SCCP,8.23788,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58043,Lake Trout,Salvelinus,namaycush,47,1081.4,M,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_MCCP,4.17664,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58043,Lake Trout,Salvelinus,namaycush,47,1081.4,M,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_SCCP,2.04739,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58045,Lake Trout,Salvelinus,namaycush,46,812.9,M,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_MCCP,5.89461,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58045,Lake Trout,Salvelinus,namaycush,46,812.9,M,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_SCCP,2.92416,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58047,Lake Trout,Salvelinus,namaycush,46.5,893.1,M,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_SCCP,1.99235,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58050,Lake Trout,Salvelinus,namaycush,55,1655.8,M,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_MCCP,5.29688,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58050,Lake Trout,Salvelinus,namaycush,55,1655.8,M,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_SCCP,2.2715,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58051,Lake Trout,Salvelinus,namaycush,44,844.5,M,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_MCCP,5.00565,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58051,Lake Trout,Salvelinus,namaycush,44,844.5,M,ADS,1,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89,ON,WHA,Total_SCCP,1.38728,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58103,Lake Trout,Salvelinus,namaycush,61.6,2683.8,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,5.91974,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58103,Lake Trout,Salvelinus,namaycush,61.6,2683.8,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,5.46872,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58104,Lake Trout,Salvelinus,namaycush,58.5,2553.8,M,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,4.60469,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58104,Lake Trout,Salvelinus,namaycush,58.5,2553.8,M,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,9.39965,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58105,Lake Trout,Salvelinus,namaycush,63,3165.8,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,4.22277,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58105,Lake Trout,Salvelinus,namaycush,63,3165.8,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,4.59986,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58106,Lake Trout,Salvelinus,namaycush,67,3870.1,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,25.46625,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58106,Lake Trout,Salvelinus,namaycush,67,3870.1,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,3.20322,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58107,Lake Trout,Salvelinus,namaycush,62.5,3015,M,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,6.10466,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58107,Lake Trout,Salvelinus,namaycush,62.5,3015,M,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,2.22421,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58108,Lake Trout,Salvelinus,namaycush,65,4137,M,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,22.64424,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58109,Lake Trout,Salvelinus,namaycush,62,3475.7,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,7.04951,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58109,Lake Trout,Salvelinus,namaycush,62,3475.7,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,6.3216,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58110,Lake Trout,Salvelinus,namaycush,68,3307.2,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,15.1321,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58110,Lake Trout,Salvelinus,namaycush,68,3307.2,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,5.22707,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58111,Lake Trout,Salvelinus,namaycush,63.6,3654.3,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,15.29623,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58111,Lake Trout,Salvelinus,namaycush,63.6,3654.3,F,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,4.14608,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58112,Lake Trout,Salvelinus,namaycush,60.5,3053.6,M,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,13.58008,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
58112,Lake Trout,Salvelinus,namaycush,60.5,3053.6,M,ADS,1,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,6.23594,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
58354,Lake Trout,Salvelinus,namaycush,55,1911,F,ADS,1,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,6.03971,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
