CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Fork length (cm),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Station_Name,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123789-H6CDF-ULTRA,0.1,,1,,Dioxin,"1,2,3,4,7,8,9-heptachlorofuran","1,2,3,4,7,8,9-heptachlorofuran",PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,12378-PCDD-ULTRA,10.9,,1,,Dioxin,"1,2,3,7,8-pentachlorodioxin","1,2,3,7,8-pentachlorodioxin",PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,12378-PCDF-ULTRA,9.1,,1,,Dioxin,"1,2,3,7,8-pentachlorofuran","1,2,3,7,8-pentachlorofuran",PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-HpCDD-Rec-ULTRA,74,,1,,Dioxin,13C-HpCDD-Recovery,13C-HpCDD-Recovery,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-HxCDD-Rec-ULTRA,89,,1,,Dioxin,13C-HxCDD-Recovery,13C-HxCDD-Recovery,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-O8CDD-Rec-ULTRA,75,,1,,Dioxin,13C-O8CDD-Recovery,13C-O8CDD-Recovery,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-PCDD-Rec-ULTRA,66,,1,,Dioxin,13C-PCDD-Recovery,13C-PCDD-Recovery,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-TCDD-Rec-ULTRA,83,,1,,Dioxin,13C-TCDD-Recovery,13C-TCDD-Recovery,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,234678-H6CDF-ULTRA,0.1,,1,,Dioxin,"2,3,4,6,7,8-hexachlorofuran","2,3,4,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,23478-PCDF-ULTRA,41.9,,1,,Dioxin,"2,3,4,7,8-pentachlorofuran","2,3,4,7,8-pentachlorofuran",PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,2378-TCDD-ULTRA,54.9,,1,,Dioxin,"2,3,7,8-tetrachlorodioxin","2,3,7,8-tetrachlorodioxin",PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,2378-TCDF-ULTRA,54.8,,1,,Dioxin,"2,3,7,8-tetrachlorofuran","2,3,7,8-tetrachlorofuran",PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H6CDD TOTAL-ULTRA,6,,1,,Dioxin,Hexa-Dioxins Total,Total Hexa-Dioxins,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H6CDF TOTAL-ULTRA,20.8,,1,,Dioxin,Hexa-Furans Total,Total Hexa-Furans,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H7CDD TOTAL-ULTRA,1.6,,1,,Dioxin,Hepta-Dioxins Total,Total Hepta-Dioxins,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H7CDF TOTAL-ULTRA,1,,1,,Dioxin,Hepta-Furans Total,Total Hepta-Furans,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,OCDD-ULTRA,23.2,,1,,Dioxin,Octachlorodioxin,Octachlorodioxin,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,OCDF-ULTRA,2,,1,,Dioxin,Octachlorofuran,Octachlorofuran,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,PCDD TOTAL-ULTRA,10.9,,1,,Dioxin,Penta-Dioxins Total,Total Penta-Dioxins,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,PCDF TOTAL-ULTRA,56.3,,1,,Dioxin,Penta-Furans Total,Total Penta-Furans,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,TCDD TOTAL-ULTRA,54.9,,1,,Dioxin,Tetra-Dioxins Total,Total Tetra-Dioxins,PG/G,,,ULTRA,
8445,Lake Trout,Salvelinus,namaycush,75,5725.9,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,TCDF TOTAL-ULTRA,56.2,,1,,Dioxin,Tetra-Furans Total,Total Tetra-Furans,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,1234678-H7CDD-ULTRA,0.9,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorodioxin","1,2,3,4,6,7,8-heptachlorodioxin",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,1234678-H7CDF-ULTRA,0.9,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorofuran","1,2,3,4,6,7,8-heptachlorofuran",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123478-H6CDD-ULTRA,0.1,,1,,Dioxin,"1,2,3,4,7,8-hexachlorodioxin","1,2,3,4,7,8-hexachlorodioxin",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123478-H6CDF-ULTRA,7.8,,1,,Dioxin,"1,2,3,4,7,8-hexachlorofuran","1,2,3,4,7,8-hexachlorofuran",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123678-H6CDD-ULTRA,3.9,,1,,Dioxin,"1,2,3,6,7,8-hexachlorodioxin","1,2,3,6,7,8-hexachlorodioxin",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123678-H6CDF-ULTRA,3.7,,1,,Dioxin,"1,2,3,6,7,8-hexachlorofuran","1,2,3,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123789-H6CDD-ULTRA,0.7,,1,,Dioxin,"1,2,3,7,8,9-hexachlorodioxin","1,2,3,7,8,9-hexachlorodioxin",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123789-H6CDF-ULTRA,1.2,,1,,Dioxin,"1,2,3,4,7,8,9-heptachlorofuran","1,2,3,4,7,8,9-heptachlorofuran",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,12378-PCDD-ULTRA,8.6,,1,,Dioxin,"1,2,3,7,8-pentachlorodioxin","1,2,3,7,8-pentachlorodioxin",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,12378-PCDF-ULTRA,8.8,,1,,Dioxin,"1,2,3,7,8-pentachlorofuran","1,2,3,7,8-pentachlorofuran",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-HpCDD-Rec-ULTRA,76,,1,,Dioxin,13C-HpCDD-Recovery,13C-HpCDD-Recovery,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-HxCDD-Rec-ULTRA,80,,1,,Dioxin,13C-HxCDD-Recovery,13C-HxCDD-Recovery,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-O8CDD-Rec-ULTRA,74,,1,,Dioxin,13C-O8CDD-Recovery,13C-O8CDD-Recovery,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-PCDD-Rec-ULTRA,75,,1,,Dioxin,13C-PCDD-Recovery,13C-PCDD-Recovery,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-TCDD-Rec-ULTRA,55,,1,,Dioxin,13C-TCDD-Recovery,13C-TCDD-Recovery,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,234678-H6CDF-ULTRA,2.5,,1,,Dioxin,"2,3,4,6,7,8-hexachlorofuran","2,3,4,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,23478-PCDF-ULTRA,37.9,,1,,Dioxin,"2,3,4,7,8-pentachlorofuran","2,3,4,7,8-pentachlorofuran",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,2378-TCDD-ULTRA,42.7,,1,,Dioxin,"2,3,7,8-tetrachlorodioxin","2,3,7,8-tetrachlorodioxin",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,2378-TCDF-ULTRA,47.8,,1,,Dioxin,"2,3,7,8-tetrachlorofuran","2,3,7,8-tetrachlorofuran",PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H6CDD TOTAL-ULTRA,5,,1,,Dioxin,Hexa-Dioxins Total,Total Hexa-Dioxins,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H6CDF TOTAL-ULTRA,15,,1,,Dioxin,Hexa-Furans Total,Total Hexa-Furans,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H7CDD TOTAL-ULTRA,1,,1,,Dioxin,Hepta-Dioxins Total,Total Hepta-Dioxins,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H7CDF TOTAL-ULTRA,1,,1,,Dioxin,Hepta-Furans Total,Total Hepta-Furans,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,OCDD-ULTRA,3.5,,1,,Dioxin,Octachlorodioxin,Octachlorodioxin,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,OCDF-ULTRA,1,,1,,Dioxin,Octachlorofuran,Octachlorofuran,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,PCDD TOTAL-ULTRA,8.6,,1,,Dioxin,Penta-Dioxins Total,Total Penta-Dioxins,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,PCDF TOTAL-ULTRA,69.2,,1,,Dioxin,Penta-Furans Total,Total Penta-Furans,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,TCDD TOTAL-ULTRA,42.7,,1,,Dioxin,Tetra-Dioxins Total,Total Tetra-Dioxins,PG/G,,,ULTRA,
8447,Lake Trout,Salvelinus,namaycush,73.5,4215.1,,M,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,TCDF TOTAL-ULTRA,47.8,,1,,Dioxin,Tetra-Furans Total,Total Tetra-Furans,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,1234678-H7CDD-ULTRA,1.3,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorodioxin","1,2,3,4,6,7,8-heptachlorodioxin",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,1234678-H7CDF-ULTRA,0.8,,1,,Dioxin,"1,2,3,4,6,7,8-heptachlorofuran","1,2,3,4,6,7,8-heptachlorofuran",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123478-H6CDD-ULTRA,0.9,,1,,Dioxin,"1,2,3,4,7,8-hexachlorodioxin","1,2,3,4,7,8-hexachlorodioxin",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123478-H6CDF-ULTRA,14.6,,1,,Dioxin,"1,2,3,4,7,8-hexachlorofuran","1,2,3,4,7,8-hexachlorofuran",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123678-H6CDD-ULTRA,6.5,,1,,Dioxin,"1,2,3,6,7,8-hexachlorodioxin","1,2,3,6,7,8-hexachlorodioxin",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123678-H6CDF-ULTRA,3.9,,1,,Dioxin,"1,2,3,6,7,8-hexachlorofuran","1,2,3,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123789-H6CDD-ULTRA,0.9,,1,,Dioxin,"1,2,3,7,8,9-hexachlorodioxin","1,2,3,7,8,9-hexachlorodioxin",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,123789-H6CDF-ULTRA,0.1,,1,,Dioxin,"1,2,3,4,7,8,9-heptachlorofuran","1,2,3,4,7,8,9-heptachlorofuran",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,12378-PCDD-ULTRA,8.2,,1,,Dioxin,"1,2,3,7,8-pentachlorodioxin","1,2,3,7,8-pentachlorodioxin",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,12378-PCDF-ULTRA,8.6,,1,,Dioxin,"1,2,3,7,8-pentachlorofuran","1,2,3,7,8-pentachlorofuran",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-HpCDD-Rec-ULTRA,95,,1,,Dioxin,13C-HpCDD-Recovery,13C-HpCDD-Recovery,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-HxCDD-Rec-ULTRA,87,,1,,Dioxin,13C-HxCDD-Recovery,13C-HxCDD-Recovery,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-O8CDD-Rec-ULTRA,83,,1,,Dioxin,13C-O8CDD-Recovery,13C-O8CDD-Recovery,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-PCDD-Rec-ULTRA,67,,1,,Dioxin,13C-PCDD-Recovery,13C-PCDD-Recovery,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,13C-TCDD-Rec-ULTRA,70,,1,,Dioxin,13C-TCDD-Recovery,13C-TCDD-Recovery,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,234678-H6CDF-ULTRA,2,,1,,Dioxin,"2,3,4,6,7,8-hexachlorofuran","2,3,4,6,7,8-hexachlorofuran",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,23478-PCDF-ULTRA,19.9,,1,,Dioxin,"2,3,4,7,8-pentachlorofuran","2,3,4,7,8-pentachlorofuran",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,2378-TCDD-ULTRA,34.6,,1,,Dioxin,"2,3,7,8-tetrachlorodioxin","2,3,7,8-tetrachlorodioxin",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,2378-TCDF-ULTRA,43.1,,1,,Dioxin,"2,3,7,8-tetrachlorofuran","2,3,7,8-tetrachlorofuran",PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H6CDD TOTAL-ULTRA,8.3,,1,,Dioxin,Hexa-Dioxins Total,Total Hexa-Dioxins,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H6CDF TOTAL-ULTRA,22.5,,1,,Dioxin,Hexa-Furans Total,Total Hexa-Furans,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H7CDD TOTAL-ULTRA,1.3,,1,,Dioxin,Hepta-Dioxins Total,Total Hepta-Dioxins,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,H7CDF TOTAL-ULTRA,1.4,,1,,Dioxin,Hepta-Furans Total,Total Hepta-Furans,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,OCDD-ULTRA,1.8,,1,,Dioxin,Octachlorodioxin,Octachlorodioxin,PG/G,,,ULTRA,
8449,Lake Trout,Salvelinus,namaycush,77.5,4309.7,,F,ADS,1,1988-08-25,1988,Lake Ontario,"Lake Ontario, Port Credit, Ontario",Western Basin L Ontario,43.5,-79.58333,ON,WHA,OCDF-ULTRA,0.4,,1,,Dioxin,Octachlorofuran,Octachlorofuran,PG/G,,,ULTRA,
