,CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
455,64094,Lake Trout,Salvelinus,namaycush,67.0,3585.0,M,ADS,1.0,2018-08-20,2018,Lake Ontario,Niagara Basin,43.3333,-79.08333,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",113.0,,1,2023-10-25,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
456,64094,Lake Trout,Salvelinus,namaycush,67.0,3585.0,M,ADS,1.0,2018-08-20,2018,Lake Ontario,Niagara Basin,43.3333,-79.08333,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-25,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
457,64099,Lake Trout,Salvelinus,namaycush,40.0,711.0,F,ADS,1.0,2018-08-20,2018,Lake Ontario,Niagara Basin,43.3333,-79.08333,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",134.0,,1,2023-10-25,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
458,64099,Lake Trout,Salvelinus,namaycush,40.0,711.0,F,ADS,1.0,2018-08-20,2018,Lake Ontario,Niagara Basin,43.3333,-79.08333,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-25,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
459,64470,Lake Trout,Salvelinus,namaycush,58.0,1849.0,F,ADS,1.0,2019-06-12,2019,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",111.0,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
460,64470,Lake Trout,Salvelinus,namaycush,58.0,1849.0,F,ADS,1.0,2019-06-12,2019,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
461,64471,Lake Trout,Salvelinus,namaycush,52.0,1400.0,F,ADS,1.0,2019-06-12,2019,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",105.0,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
462,64471,Lake Trout,Salvelinus,namaycush,52.0,1400.0,F,ADS,1.0,2019-06-12,2019,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
463,64472,Lake Trout,Salvelinus,namaycush,54.1,1696.0,M,ADS,1.0,2019-06-12,2019,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",105.0,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
464,64472,Lake Trout,Salvelinus,namaycush,54.1,1696.0,M,ADS,1.0,2019-06-12,2019,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
465,64473,Lake Trout,Salvelinus,namaycush,39.0,558.2,M,ADS,1.0,2019-06-12,2019,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",107.0,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
466,64473,Lake Trout,Salvelinus,namaycush,39.0,558.2,M,ADS,1.0,2019-06-12,2019,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
467,64691,Lake Trout,Salvelinus,namaycush,62.0,2346.5,M,ADS,1.0,2019-10-04,2019,Lake Ontario,Central Basin L Ontario,43.91667,-78.16667,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",86.6,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
468,64691,Lake Trout,Salvelinus,namaycush,62.0,2346.5,M,ADS,1.0,2019-10-04,2019,Lake Ontario,Central Basin L Ontario,43.91667,-78.16667,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
469,64701,Lake Trout,Salvelinus,namaycush,59.0,2399.0,F,ADS,1.0,2019-10-04,2019,Lake Ontario,Central Basin L Ontario,43.91667,-78.16667,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",88.9,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
470,64701,Lake Trout,Salvelinus,namaycush,59.0,2399.0,F,ADS,1.0,2019-10-04,2019,Lake Ontario,Central Basin L Ontario,43.91667,-78.16667,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
471,64707,Lake Trout,Salvelinus,namaycush,60.5,2356.8,M,ADS,1.0,2019-10-04,2019,Lake Ontario,Central Basin L Ontario,43.91667,-78.16667,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",77.7,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
472,64707,Lake Trout,Salvelinus,namaycush,60.5,2356.8,M,ADS,1.0,2019-10-04,2019,Lake Ontario,Central Basin L Ontario,43.91667,-78.16667,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
473,64713,Lake Trout,Salvelinus,namaycush,64.5,3308.0,F,ADS,1.0,2019-10-04,2019,Lake Ontario,Central Basin L Ontario,43.91667,-78.16667,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",77.1,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
474,64713,Lake Trout,Salvelinus,namaycush,64.5,3308.0,F,ADS,1.0,2019-10-04,2019,Lake Ontario,Central Basin L Ontario,43.91667,-78.16667,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
475,64717,Lake Trout,Salvelinus,namaycush,60.0,2018.5,M,ADS,1.0,2019-10-04,2019,Lake Ontario,Central Basin L Ontario,43.91667,-78.16667,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",135.0,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
476,64717,Lake Trout,Salvelinus,namaycush,60.0,2018.5,M,ADS,1.0,2019-10-04,2019,Lake Ontario,Central Basin L Ontario,43.91667,-78.16667,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
477,64832,Lake Trout,Salvelinus,namaycush,56.5,2021.0,F,ADS,1.0,2019-12-31,2019,Cold Lake,Cold Lake,54.46333,-110.0281,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",120.0,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
478,64832,Lake Trout,Salvelinus,namaycush,56.5,2021.0,F,ADS,1.0,2019-12-31,2019,Cold Lake,Cold Lake,54.46333,-110.0281,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
479,64833,Lake Trout,Salvelinus,namaycush,61.0,2332.5,M,ADS,1.0,2019-12-31,2019,Cold Lake,Cold Lake,54.46333,-110.0281,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",79.9,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
480,64833,Lake Trout,Salvelinus,namaycush,61.0,2332.5,M,ADS,1.0,2019-12-31,2019,Cold Lake,Cold Lake,54.46333,-110.0281,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
481,64835,Lake Trout,Salvelinus,namaycush,59.5,2154.0,F,ADS,1.0,2019-12-31,2019,Cold Lake,Cold Lake,54.46333,-110.0281,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",68.0,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
482,64835,Lake Trout,Salvelinus,namaycush,59.5,2154.0,F,ADS,1.0,2019-12-31,2019,Cold Lake,Cold Lake,54.46333,-110.0281,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
483,64837,Lake Trout,Salvelinus,namaycush,64.0,2433.5,F,ADS,1.0,2019-12-31,2019,Cold Lake,Cold Lake,54.46333,-110.0281,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",67.8,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
484,64837,Lake Trout,Salvelinus,namaycush,64.0,2433.5,F,ADS,1.0,2019-12-31,2019,Cold Lake,Cold Lake,54.46333,-110.0281,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
485,64838,Lake Trout,Salvelinus,namaycush,54.0,1888.0,M,ADS,1.0,2019-12-31,2019,Cold Lake,Cold Lake,54.46333,-110.0281,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",80.2,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
486,64838,Lake Trout,Salvelinus,namaycush,54.0,1888.0,M,ADS,1.0,2019-12-31,2019,Cold Lake,Cold Lake,54.46333,-110.0281,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
487,65068,Lake Trout,Salvelinus,namaycush,62.0,1866.0,F,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",104.0,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
488,65068,Lake Trout,Salvelinus,namaycush,62.0,1866.0,F,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
489,65070,Lake Trout,Salvelinus,namaycush,65.0,2164.0,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",110.0,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
490,65070,Lake Trout,Salvelinus,namaycush,65.0,2164.0,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
491,65071,Lake Trout,Salvelinus,namaycush,60.0,1412.0,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",106.0,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
492,65071,Lake Trout,Salvelinus,namaycush,60.0,1412.0,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
493,65072,Lake Trout,Salvelinus,namaycush,61.0,1742.0,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",97.5,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
494,65072,Lake Trout,Salvelinus,namaycush,61.0,1742.0,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
495,65074,Lake Trout,Salvelinus,namaycush,58.0,1455.0,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",103.0,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
496,65074,Lake Trout,Salvelinus,namaycush,58.0,1455.0,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
497,65079,Lake Trout,Salvelinus,namaycush,64.0,2387.1,F,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",87.7,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
498,65079,Lake Trout,Salvelinus,namaycush,64.0,2387.1,F,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
499,65080,Lake Trout,Salvelinus,namaycush,74.0,3563.5,F,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",93.1,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
500,65080,Lake Trout,Salvelinus,namaycush,74.0,3563.5,F,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
501,65083,Lake Trout,Salvelinus,namaycush,60.0,1877.1,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",101.0,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
502,65083,Lake Trout,Salvelinus,namaycush,60.0,1877.1,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
503,65084,Lake Trout,Salvelinus,namaycush,62.0,1770.0,F,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",108.0,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
504,65084,Lake Trout,Salvelinus,namaycush,62.0,1770.0,F,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
505,65085,Lake Trout,Salvelinus,namaycush,62.0,2304.4,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",98.8,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
506,65085,Lake Trout,Salvelinus,namaycush,62.0,2304.4,M,ADS,1.0,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
507,65087,Lake Trout,Salvelinus,namaycush,83.0,5274.5,F,ADS,1.0,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",67.0,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
508,65087,Lake Trout,Salvelinus,namaycush,83.0,5274.5,F,ADS,1.0,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
509,65088,Lake Trout,Salvelinus,namaycush,56.0,1820.0,M,ADS,1.0,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",79.4,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
510,65088,Lake Trout,Salvelinus,namaycush,56.0,1820.0,M,ADS,1.0,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
511,65089,Lake Trout,Salvelinus,namaycush,61.0,2121.6,F,ADS,1.0,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",86.6,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
512,65089,Lake Trout,Salvelinus,namaycush,61.0,2121.6,F,ADS,1.0,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
513,65091,Lake Trout,Salvelinus,namaycush,67.0,2817.0,F,ADS,1.0,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",83.3,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
514,65091,Lake Trout,Salvelinus,namaycush,67.0,2817.0,F,ADS,1.0,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
515,65094,Lake Trout,Salvelinus,namaycush,77.0,4683.7,F,ADS,1.0,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",95.3,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
516,65094,Lake Trout,Salvelinus,namaycush,77.0,4683.7,F,ADS,1.0,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
