,CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
337,60584,Lake Trout,Salvelinus,namaycush,53.0,1732.1,M,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",91.8,,1,2018-06-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
338,60584,Lake Trout,Salvelinus,namaycush,53.0,1732.1,M,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
339,60585,Lake Trout,Salvelinus,namaycush,55.0,1663.0,M,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",69.1,,1,2018-06-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
340,60585,Lake Trout,Salvelinus,namaycush,55.0,1663.0,M,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
341,60586,Lake Trout,Salvelinus,namaycush,59.0,2300.5,F,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",63.7,,1,2018-06-21,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
342,60586,Lake Trout,Salvelinus,namaycush,59.0,2300.5,F,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-21,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
343,60587,Lake Trout,Salvelinus,namaycush,59.0,2594.3,F,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",70.3,,1,2018-06-21,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
344,60587,Lake Trout,Salvelinus,namaycush,59.0,2594.3,F,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-21,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
345,60588,Lake Trout,Salvelinus,namaycush,63.0,2455.0,M,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",58.1,,1,2018-06-21,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
346,60588,Lake Trout,Salvelinus,namaycush,63.0,2455.0,M,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-21,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
347,60589,Lake Trout,Salvelinus,namaycush,61.0,3266.0,M,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",75.4,,1,2018-06-21,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
348,60589,Lake Trout,Salvelinus,namaycush,61.0,3266.0,M,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-21,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
349,60592,Lake Trout,Salvelinus,namaycush,53.0,1416.5,M,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",96.5,,1,2018-02-09,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
350,60592,Lake Trout,Salvelinus,namaycush,53.0,1416.5,M,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-02-09,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
351,60593,Lake Trout,Salvelinus,namaycush,62.5,2744.0,F,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",103.0,,1,2018-02-09,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
352,60593,Lake Trout,Salvelinus,namaycush,62.5,2744.0,F,ADS,1.0,2013-07-22,2013,Lake Huron,North Channel L Huron,45.91666667,-83.5,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-02-09,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
353,60745,Lake Trout,Salvelinus,namaycush,53.0,1265.7,M,ADS,1.0,2013-11-30,2013,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",115.0,,1,2018-10-11,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
354,60745,Lake Trout,Salvelinus,namaycush,53.0,1265.7,M,ADS,1.0,2013-11-30,2013,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",12.1,,1,2018-10-11,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
355,60746,Lake Trout,Salvelinus,namaycush,62.0,1926.1,M,ADS,1.0,2013-11-30,2013,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",109.0,,1,2018-10-11,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
356,60746,Lake Trout,Salvelinus,namaycush,62.0,1926.1,M,ADS,1.0,2013-11-30,2013,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-11,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
357,60747,Lake Trout,Salvelinus,namaycush,58.5,1747.5,M,ADS,1.0,2013-11-30,2013,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",104.0,,1,2018-03-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
358,60747,Lake Trout,Salvelinus,namaycush,58.5,1747.5,M,ADS,1.0,2013-11-30,2013,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-03-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
359,60748,Lake Trout,Salvelinus,namaycush,60.5,2110.0,M,ADS,1.0,2013-11-30,2013,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",103.0,,1,2018-10-11,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
360,60748,Lake Trout,Salvelinus,namaycush,60.5,2110.0,M,ADS,1.0,2013-11-30,2013,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-11,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
361,60749,Lake Trout,Salvelinus,namaycush,65.0,2229.5,M,ADS,1.0,2013-11-30,2013,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",107.0,,1,2018-03-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
362,60749,Lake Trout,Salvelinus,namaycush,65.0,2229.5,M,ADS,1.0,2013-11-30,2013,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-03-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
363,60759,Lake Trout,Salvelinus,namaycush,69.0,2445.0,F,ADS,1.0,2013-12-10,2013,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",125.0,,1,2018-02-28,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
364,60759,Lake Trout,Salvelinus,namaycush,69.0,2445.0,F,ADS,1.0,2013-12-10,2013,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",9.02,,1,2018-02-28,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
365,60760,Lake Trout,Salvelinus,namaycush,69.5,2582.0,F,ADS,1.0,2013-12-10,2013,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",99.9,,1,2018-02-28,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
366,60760,Lake Trout,Salvelinus,namaycush,69.5,2582.0,F,ADS,1.0,2013-12-10,2013,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",17.8,,1,2018-02-28,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
367,60761,Lake Trout,Salvelinus,namaycush,70.0,3060.0,F,ADS,1.0,2013-12-10,2013,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",89.5,,1,2018-10-11,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
368,60761,Lake Trout,Salvelinus,namaycush,70.0,3060.0,F,ADS,1.0,2013-12-10,2013,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-11,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
369,60762,Lake Trout,Salvelinus,namaycush,66.5,2059.0,F,ADS,1.0,2013-12-10,2013,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",89.2,,1,2018-10-11,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
370,60762,Lake Trout,Salvelinus,namaycush,66.5,2059.0,F,ADS,1.0,2013-12-10,2013,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-11,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
371,60763,Lake Trout,Salvelinus,namaycush,62.0,2186.0,M,ADS,1.0,2013-12-10,2013,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",98.1,,1,2018-10-11,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
372,60763,Lake Trout,Salvelinus,namaycush,62.0,2186.0,M,ADS,1.0,2013-12-10,2013,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",8.08,,1,2018-10-11,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
373,60779,Lake Trout,Salvelinus,namaycush,55.0,1830.2,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",108.0,,1,2018-10-11,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
374,60779,Lake Trout,Salvelinus,namaycush,55.0,1830.2,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-11,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
375,60780,Lake Trout,Salvelinus,namaycush,69.3,3424.0,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",102.0,,1,2018-10-11,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
376,60780,Lake Trout,Salvelinus,namaycush,69.3,3424.0,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-11,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
377,60781,Lake Trout,Salvelinus,namaycush,69.0,3316.5,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",108.0,,1,2018-10-11,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
378,60781,Lake Trout,Salvelinus,namaycush,69.0,3316.5,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-11,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
379,60782,Lake Trout,Salvelinus,namaycush,63.0,2495.0,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",80.8,,1,2018-09-12,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
380,60782,Lake Trout,Salvelinus,namaycush,63.0,2495.0,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-09-12,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
381,60783,Lake Trout,Salvelinus,namaycush,65.0,2727.5,M,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",158.0,,1,2018-09-12,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
382,60783,Lake Trout,Salvelinus,namaycush,65.0,2727.5,M,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-09-12,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
383,60784,Lake Trout,Salvelinus,namaycush,61.0,2605.0,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",111.0,,1,2018-09-12,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
384,60784,Lake Trout,Salvelinus,namaycush,61.0,2605.0,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",6.92,,1,2018-09-12,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
385,60785,Lake Trout,Salvelinus,namaycush,65.5,3257.2,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",103.0,,1,2018-02-28,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
386,60785,Lake Trout,Salvelinus,namaycush,65.5,3257.2,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",15.1,,1,2018-02-28,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
387,60786,Lake Trout,Salvelinus,namaycush,65.0,2571.7,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",99.9,,1,2018-02-28,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
388,60786,Lake Trout,Salvelinus,namaycush,65.0,2571.7,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",9.08,,1,2018-02-28,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
389,60787,Lake Trout,Salvelinus,namaycush,66.0,2977.0,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",166.0,,1,2018-09-12,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
390,60787,Lake Trout,Salvelinus,namaycush,66.0,2977.0,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",6.39,,1,2018-09-12,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
391,60788,Lake Trout,Salvelinus,namaycush,63.0,2509.2,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",108.0,,1,2018-09-12,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
392,60788,Lake Trout,Salvelinus,namaycush,63.0,2509.2,F,ADS,1.0,2013-12-31,2013,Cold Lake,Cold Lake,54.63639,-109.985,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-09-12,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
393,60833,Lake Trout,Salvelinus,namaycush,55.0,1866.0,F,ADS,1.0,2013-07-15,2013,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",107.0,,1,2018-02-28,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
394,60833,Lake Trout,Salvelinus,namaycush,55.0,1866.0,F,ADS,1.0,2013-07-15,2013,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",10.9,,1,2018-02-28,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
395,60834,Lake Trout,Salvelinus,namaycush,58.0,1496.0,F,ADS,1.0,2013-07-15,2013,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",114.0,,1,2018-02-28,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
396,60834,Lake Trout,Salvelinus,namaycush,58.0,1496.0,F,ADS,1.0,2013-07-15,2013,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",7.75,,1,2018-02-28,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
397,60846,Lake Trout,Salvelinus,namaycush,52.0,47.5,F,ADS,1.0,2013-12-31,2013,Reindeer Lake,Reindeer Lake,57.492804,-102.381592,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",98.9,,1,2018-03-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
398,60846,Lake Trout,Salvelinus,namaycush,52.0,47.5,F,ADS,1.0,2013-12-31,2013,Reindeer Lake,Reindeer Lake,57.492804,-102.381592,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-03-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
